shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,expect_error
zero_shape,37.937192,-122.353449,0
zero_shape,37.936814,-122.353085,1
zero_shape,0,0,2,ZeroCoordinateError:shape_pt_lon
zero_shape,37.936532,-122.352827,3
04_shp,37.937192,-122.353449,0
04_shp,37.936814,-122.353085,1
04_shp,37.936532,-122.352827,2
04_shp,37.936122,-122.352456,3
04_shp,37.935957,-122.352298,4
04_shp,37.935631,-122.351988,5
04_shp,37.935138,-122.351515,6
04_shp,37.934889,-122.351247,7
04_shp,37.934814,-122.351168,8
04_shp,37.934771,-122.351112,9
04_shp,37.934729,-122.351068,10
04_shp,37.934661,-122.350998,11
04_shp,37.934578,-122.350902,12
04_shp,37.934495,-122.350809,13
04_shp,37.934442,-122.350748,14
04_shp,37.934369,-122.350653,15
04_shp,37.934290,-122.350564,16
04_shp,37.934198,-122.350433,17
04_shp,37.934062,-122.350255,18
04_shp,37.933759,-122.349882,19
04_shp,37.933300,-122.349293,20
04_shp,37.933132,-122.349079,21
04_shp,37.932913,-122.348788,22
04_shp,37.932779,-122.348609,23
04_shp,37.932653,-122.348434,24
04_shp,37.932535,-122.348258,25
04_shp,37.932316,-122.347892,26
04_shp,37.932159,-122.347592,27
04_shp,37.932057,-122.347383,28
04_shp,37.931944,-122.347140,29
04_shp,37.931896,-122.347021,30
04_shp,37.931864,-122.346945,31
04_shp,37.931803,-122.346780,32
04_shp,37.931776,-122.346708,33
04_shp,37.931749,-122.346629,34
04_shp,37.931729,-122.346567,35
04_shp,37.931706,-122.346492,36
04_shp,37.931684,-122.346416,37
04_shp,37.931668,-122.346371,38
04_shp,37.931651,-122.346307,39
04_shp,37.931636,-122.346249,40
04_shp,37.931616,-122.346176,41
04_shp,37.931600,-122.346109,42
04_shp,37.931585,-122.346042,43
04_shp,37.931572,-122.345984,44
04_shp,37.931557,-122.345910,45
04_shp,37.931547,-122.345859,46
04_shp,37.931531,-122.345780,47
04_shp,37.931521,-122.345727,48
04_shp,37.931510,-122.345661,49
04_shp,37.931499,-122.345598,50
04_shp,37.931492,-122.345541,51
04_shp,37.931480,-122.345460,52
04_shp,37.931472,-122.345390,53
04_shp,37.931465,-122.345334,54
04_shp,37.931459,-122.345270,55
04_shp,37.931451,-122.345185,56
04_shp,37.931446,-122.345117,57
04_shp,37.931443,-122.345068,58
04_shp,37.931438,-122.344995,59
04_shp,37.931435,-122.344925,60
04_shp,37.931431,-122.344868,61
04_shp,37.931421,-122.344625,62
04_shp,37.931409,-122.344212,63
04_shp,37.931403,-122.343987,64
04_shp,37.931404,-122.343674,65
04_shp,37.931404,-122.343293,66
04_shp,37.931405,-122.342489,67
04_shp,37.931406,-122.342037,68
04_shp,37.931405,-122.341675,69
04_shp,37.931408,-122.341104,70
04_shp,37.931409,-122.340623,71
04_shp,37.931410,-122.340229,72
04_shp,37.931410,-122.339762,73
04_shp,37.931410,-122.339373,74
04_shp,37.931410,-122.339019,75
04_shp,37.931410,-122.338652,76
04_shp,37.931412,-122.338339,77
04_shp,37.931412,-122.338067,78
04_shp,37.931412,-122.337841,79
04_shp,37.931410,-122.337580,80
04_shp,37.931412,-122.337173,81
04_shp,37.931411,-122.336907,82
04_shp,37.931411,-122.336628,83
04_shp,37.931412,-122.336341,84
04_shp,37.931413,-122.336100,85
04_shp,37.931414,-122.335760,86
04_shp,37.931414,-122.335613,87
04_shp,37.931414,-122.335414,88
04_shp,37.931414,-122.335164,89
04_shp,37.931414,-122.334958,90
04_shp,37.931413,-122.334786,91
04_shp,37.931415,-122.334425,92
04_shp,37.931417,-122.334057,93
04_shp,37.931417,-122.333833,94
04_shp,37.931417,-122.333650,95
04_shp,37.931418,-122.333440,96
04_shp,37.931419,-122.333236,97
04_shp,37.931418,-122.333016,98
04_shp,37.931418,-122.332776,99
04_shp,37.931419,-122.332505,100
04_shp,37.931419,-122.332297,101
04_shp,37.931419,-122.331984,102
04_shp,37.931420,-122.331692,103
04_shp,37.931419,-122.331482,104
04_shp,37.931419,-122.331415,105
04_shp,37.931417,-122.331358,106
04_shp,37.931417,-122.331318,107
04_shp,37.931417,-122.331279,108
04_shp,37.931415,-122.331222,109
04_shp,37.931416,-122.331176,110
04_shp,37.931414,-122.331124,111
04_shp,37.931414,-122.331061,112
04_shp,37.931413,-122.331018,113
04_shp,37.931413,-122.330972,114
04_shp,37.931411,-122.330920,115
04_shp,37.931410,-122.330869,116
04_shp,37.931409,-122.330841,117
04_shp,37.931409,-122.330804,118
04_shp,37.931409,-122.330764,119
04_shp,37.931407,-122.330726,120
04_shp,37.931407,-122.330696,121
04_shp,37.931406,-122.330672,122
04_shp,37.931406,-122.330635,123
04_shp,37.931405,-122.330606,124
04_shp,37.931404,-122.330570,125
04_shp,37.931402,-122.330529,126
04_shp,37.931399,-122.330488,127
04_shp,37.931398,-122.330433,128
04_shp,37.931399,-122.330377,129
04_shp,37.931397,-122.330297,130
04_shp,37.931395,-122.330231,131
04_shp,37.931384,-122.329906,132
04_shp,37.931371,-122.329548,133
04_shp,37.931359,-122.329222,134
04_shp,37.931348,-122.328873,135
04_shp,37.931337,-122.328563,136
04_shp,37.931328,-122.328331,137
04_shp,37.931318,-122.328026,138
04_shp,37.931310,-122.327817,139
04_shp,37.931297,-122.327407,140
04_shp,37.931280,-122.326935,141
04_shp,37.931269,-122.326638,142
04_shp,37.931234,-122.325764,143
04_shp,37.931213,-122.325434,144
04_shp,37.931196,-122.325175,145
04_shp,37.931181,-122.324948,146
04_shp,37.931148,-122.324700,147
04_shp,37.931100,-122.324425,148
04_shp,37.931073,-122.324245,149
04_shp,37.931042,-122.324075,150
04_shp,37.931008,-122.323911,151
04_shp,37.930969,-122.323739,152
04_shp,37.930925,-122.323567,153
04_shp,37.930883,-122.323407,154
04_shp,37.930841,-122.323253,155
04_shp,37.930778,-122.323047,156
04_shp,37.930737,-122.322924,157
04_shp,37.930676,-122.322731,158
04_shp,37.930631,-122.322618,159
04_shp,37.930573,-122.322468,160
04_shp,37.930511,-122.322319,161
04_shp,37.930452,-122.322172,162
04_shp,37.930382,-122.322014,163
04_shp,37.930307,-122.321863,164
04_shp,37.930232,-122.321715,165
04_shp,37.930150,-122.321566,166
04_shp,37.930057,-122.321394,167
04_shp,37.929981,-122.321270,168
04_shp,37.929887,-122.321118,169
04_shp,37.929788,-122.320969,170
04_shp,37.929690,-122.320828,171
04_shp,37.929567,-122.320655,172
04_shp,37.929510,-122.320580,173
04_shp,37.929424,-122.320466,174
04_shp,37.929293,-122.320316,175
04_shp,37.929197,-122.320200,176
04_shp,37.929103,-122.320090,177
04_shp,37.928883,-122.319875,178
04_shp,37.928588,-122.319591,179
04_shp,37.928156,-122.319230,180
04_shp,37.927639,-122.318813,181
04_shp,37.927088,-122.318388,182
04_shp,37.925924,-122.317480,183
04_shp,37.924697,-122.316517,184
